food_code,food_name,primarysource,energy_kj,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,servings_unit,unit_serving_energy_kcal
OSR137,Lemon coriander soup,open_source_recipes,450.3244934082031,108.06228637695312,10.31631851196289,2.2682912349700928,6.258704662322998,2.195164680480957,6.769292831420898,bowl,52.52367401123047
OSR138,Garlic soup,open_source_recipes,805.1944580078125,194.85838317871094,6.985138893127441,2.3835415840148926,17.61923599243164,2.3867361545562744,1.6631944179534912,bowl,280.5960693359375
OSR139,Dal makhani,open_source_recipes,291.36614990234375,74.04019927978516,7.9594902992248535,3.3151679039001465,3.063302993774414,0.7979497909545898,2.271136522293091,bowl,261.62567138671875
OSR141,Dalma,open_source_recipes,500.9732360839844,118.9263687133789,15.042756080627441,4.908376216888428,4.58409309387207,3.0963120460510254,2.159248113632202,bowl,313.7039794921875
OSR142,Split bengal gram dal (Channa dal),open_source_recipes,415.0822448730469,99.6711654663086,9.994173049926758,4.151535987854004,4.622377872467041,0.9755985736846924,3.7171425819396973,bowl,291.2042541503906
OSR143,Horsegram dal (Kulthi dal) ,open_source_recipes,232.2489776611328,55.64741134643555,8.206653594970703,2.9093685150146484,1.134617567062378,0.7221468091011047,1.5217235088348389,bowl,200.7939453125
OSR144,Panchmel dal,open_source_recipes,462.3517150878906,111.22245025634766,10.708924293518066,4.625019073486328,5.355630397796631,0.746546745300293,3.1967275142669678,bowl,334.60162353515625
OSR145,Dal dhokli,open_source_recipes,287.334228515625,68.73714447021484,8.545230865478516,2.957137107849121,2.4705216884613037,1.1223342418670654,1.8612905740737915,bowl,231.4104766845703
OSR146,Gujarati handvo ,open_source_recipes,865.1173095703125,207.08944702148438,31.855331420898438,8.239668846130371,4.8008952140808105,2.510761260986328,4.954425811767578,cake,1442.543701171875
OSR147,Sev (Omapodi/Karapusa),open_source_recipes,2514.8349609375,609.1427612304688,12.869951248168945,5.116390705108643,60.076416015625,0.5254898071289062,2.3469502925872803,plate,834.2210083007812
OSR148,Papdi,open_source_recipes,2919.197021484375,708.9610595703125,12.893328666687012,1.8294638395309448,72.11148071289062,0.3131486177444458,0.5640878081321716,plate,1231.376708984375
OSR151,Jowar dosa,open_source_recipes,1225.4005126953125,294.3470153808594,40.53221130371094,8.503503799438477,10.27633285522461,0.5922584533691406,5.561932563781738,dosa,97.24771881103516
OSR152,Bread roll,open_source_recipes,1800.115966796875,435.45611572265625,16.117511749267578,2.8546462059020996,40.24937438964844,0.9438027143478394,1.446118712425232,bread roll,526.9236450195312
